"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Beguenstigter/Zahlungspflichtiger";"Kontonummer";"BLZ";"Betrag";"Waehrung";"Info"
"XXXXXXXXXXXXXXXXXXXXXX";"27.09.21";"27.09.21";"KARTENZAHLUNG";"SVWZ+2021-09-26T17.07Debitk.2 2022-12ABWA+DANKE, IHR LIDL//Niederzier/DE";"DANKE, IHR LIDL";"XXXXXXXXXXXXXXXXXXXXXX";"XXXXXXXXXXX";"-14,17";"EUR";"Umsatz gebucht"

